country	name	id	screen_name	final_party
France	Souad Zitouni	1248356491607842817	ZITOUNISouad3	The Republic Onwards!
France	Pierre Vatin	1227623274185662464	PierreVatinOff	Union for a Popular Movement | The Republicans
France	Brigitte Fouré	1213140412174495744	BrigitteFoure	Union for a Popular Movement | The Republicans
France	Manuéla Kéclard-Mondésir	1189091159701966849	KeclardManuela	Other
France	Patrick Loiseau	1174627465307840512	PLoiseau85	The Republic Onwards!
France	Pierre Venteau	1169584397517017089	PierreVenteau	Socialist Party
France	Christian Jacob	1143094713010073600	ChJacob77	Union for a Popular Movement | The Republicans
France	Philippe Olivier	1121349820747264000	PhOlivierRN	National Front
France	Stéphanie Atger	1117388032775208960	StephanieAtger	The Republic Onwards!
France	Stéphanie Yon-Courtin	1112075586120400899	s_yoncourtin	Union for a Popular Movement | The Republicans
France	Bénédicte Pételle	1106588431289851905	DeputeeBPetelle	The Republic Onwards!
France	Stéphane Baudu	1090991802176413696	baudu_stephane	Union for French Democracy | Democratic Movement
France	Gérard Menuel	1075436537163198464	MenuelGerard	Union for a Popular Movement | The Republicans
France	Patricia Lemoine	1065527514242654208	P_Lemoine	Union for a Popular Movement | The Republicans
France	Stéphane Testé	1037275272364650496	stephane_teste	The Republic Onwards!
France	Didier Paris	1035417716730023936	_DidierParis	The Republic Onwards!
France	Olivier Becht	1019559283774644224	becht_olivier	Other
France	Sylvain Brial	1017365125546823681	SylvainBrial	independent politician
France	Jean-Philippe Ardouin	993455378020098049	jean_ardouin	The Republic Onwards!
France	Mansour Kamardine	986655792089661440	Kamardine_M	Union for a Popular Movement | The Republicans
France	Jean-Paul Mattei	985802003149402113	jp_mattei	Union for French Democracy | Democratic Movement
France	Josiane Corneloup	983695865612251136	J_Corneloup	Union for a Popular Movement | The Republicans
France	Marie-Noëlle Battistel	973480421148291072	BattistelMarie	Socialist Party
France	Jean-François Parigi	963759448794771456	Jf_Parigi	Union for a Popular Movement | The Republicans
France	Grégory Labille	953591688559198209	gregory_labille	Union of Democrats and Independents
France	Camille Galliard-Minier	939271648880062464	GalliardM	The Republic Onwards!
France	Pascale Boyer	938533192142872577	PascaleBoyerEM	The Republic Onwards!
France	David Corceiro	938164497545682946	CorceiroDavid	Union for French Democracy | Democratic Movement
France	Nadia Ramassamy	937643785240096768	NadiaRamassamy	Union for a Popular Movement | The Republicans
France	Nicole Sanquer	934136307533545472	nicole_sanquer	Other
France	Delphine Gény-Stephann	934123328968806400	DelphineGeny	independent politician
France	Laetitia Saint-Paul	926414640946581505	l_saintpaul	The Republic Onwards!
France	Hélène Vainqueur-Christophe	923136735479042048	HVainqueur	Socialist Party
France	Anne Blanc	917647276176273408	AnneBlanc_12	Radical Party of the Left
France	Lionel Causse	912604842643816448	DeputeCausse	Socialist Party
France	Jean-Pierre Cubertafon	912024416271392769	dep_cubertafon	Union for French Democracy | Democratic Movement
France	Philippe Chassaing	911979209714802688	ChassaingPh	The Republic Onwards!
France	Sophie Panonacle	911178226533388288	SoPanonacle	The Republic Onwards!
France	Laurence Gayte	903635970955890688	LaurenceGayte	The Republic Onwards!
France	Christophe Lejeune	903271106303455234	lejeune_ch	The Republic Onwards!
France	Marie-France Lorho	902788871460724740	FranceLorho	Other
France	Valérie Six	902470987765211137	six_valerie	Union of Democrats and Independents
France	Christophe Naegelen	891005764097191938	naegelenchris	independent politician
France	Cécile Rilhac	889759349450604544	Cecile_Rilhac	The Republic Onwards!
France	Adrien Morenas	889730003495211009	AdrienMorenas	The Republic Onwards!
France	François Patriat	889429613239205888	f_patriat	The Republic Onwards!
France	Valérie Gomez-Bassac	888033440393822208	VGB83	The Republic Onwards!
France	Nathalie Bassire	884660403648831488	NathalieBassire	Union for a Popular Movement | The Republicans
France	Nicole Belloubet	883718414593912832	NBelloubet	Socialist Party
France	Emmanuelle Ménard	883251500138598400	emenard34	National Front
France	Boris Vallaud	881933353435398145	BorisVallaud	Socialist Party
France	Justine Benin	881887452591517698	Justine_BENIN	Union for French Democracy | Democratic Movement
France	Fabien Di Filippo	881156720155930624	FabienDiFilippo	Union for a Popular Movement | The Republicans
France	Florence Granjus	879795305226665985	fgranjus	The Republic Onwards!
France	Florence Parly	877836832406417408	florence_parly	Socialist Party
France	Claire O&#039;Petit	871841979981860868	claireopetit	The Republic Onwards!
France	Florence Provendier	870665966862163968	flprovendier	The Republic Onwards!
France	Martine Wonner	870216254300270593	MartineWonner	The Republic Onwards!
France	Jean-Luc Reitzer	869905383837577216	JL_Reitzer	Union for a Popular Movement | The Republicans
France	Marc Delatte	869560974323396608	MarcDelatte	The Republic Onwards!
France	Yannick Haury	869538181158498308	YHaury44	Union for French Democracy | Democratic Movement
France	Monique Limon	867852249673891840	moniquelimon38	The Republic Onwards!
France	Bernard Bouley	867343466057129985	BouleyBernard	Union for a Popular Movement | The Republicans
France	Frédérique Vidal	867013307999412225	VidalFrederique	The Republic Onwards!
France	Typhanie Degois	866978105189171201	Typhanie_Degois	The Republic Onwards!
France	Célia de Lavergne	866946801726877697	CdLavergne	The Republic Onwards!
France	Maud Petit	866911134837862400	MaudPetit_AN94	Union for French Democracy | Democratic Movement
France	Michèle Crouzet	866757734875750400	MicheleCrouzet	Union of Democrats and Independents
France	Zivka Park	866717602298691584	zivkapark	The Republic Onwards!
France	Géraldine Bannier	866695760905154560	Bannier_G	Union for French Democracy | Democratic Movement
France	Jennifer De Temmerman	866604231847018496	JDetemmerman	The Republic Onwards!
France	Barbara Bessot Ballot	866509140570648576	B_BessotBallot	The Republic Onwards!
France	Michel Delpon	866314144403927040	DelponMichelEM	The Republic Onwards!
France	Vincent Bru	866255052104769538	bru_vincent	Union for French Democracy | Democratic Movement
France	Nicole Dubré-Chirat	866236903066128384	NicoleDubre17	The Republic Onwards!
France	Charlotte Parmentier-Lecocq	866081129048223746	lecocqcharlotte	The Republic Onwards!
France	Julien Borowczyk	865939828550098948	JulienBorowczyk	The Republic Onwards!
France	Belkhir Belhaddad	865810478315995136	b_belhaddad	The Republic Onwards!
France	Luc Geismar	865700310131630080	GeismarLuc	Union for French Democracy | Democratic Movement
France	Cédric Roussel	865558964976603139	CedricRoussel06	The Republic Onwards!
France	Jean-Noël Barrot	865482011523166209	jnbarrot	The Republic Onwards!
France	Anthony Cellier	865478836053344257	anthonycellier	The Republic Onwards!
France	Jean-Bernard Sempastous	865305435707985921	Sempastoushp	The Republic Onwards!
France	Françoise Ballet-Blu	865297846786031616	fballetblu	The Republic Onwards!
France	Nicole Le Peih	865286612837650432	NicoleLePeih	The Republic Onwards!
France	Fabien Matras	865234300190564352	famatras	The Republic Onwards!
France	Naïma Moutchou	865209415628140544	NaimaMoutchou	The Republic Onwards!
France	Ilana Cicurel	865191903477850113	ilanacicurelrem	The Republic Onwards!
France	Graziella Melchior	865162242861535232	GrazieMelchior	The Republic Onwards!
France	Caroline Janvier	865135799293050880	CarolineJanvier	The Republic Onwards!
France	Marjolaine Meynier-Millefert	865133923361312768	M_MeynierM	The Republic Onwards!
France	Frédérique Lardet	865125792602304512	F_Lardet	The Republic Onwards!
France	Frédéric Descrozaille	865114227580784640	fdescrozaille	The Republic Onwards!
France	Pierre-Alain Raphan	864955921025433600	p_a_raphan	The Republic Onwards!
France	Anissa Khedher	864927261274845184	Anissa_Khedher	The Republic Onwards!
France	Nadia Hai	864926925734772736	NadiaHAI78	The Republic Onwards!
France	Isabelle Florennes	864856599021727744	iflorennes92	Union for French Democracy | Democratic Movement
France	Nicolas Turquois	864844727828582400	TurquoisNicolas	Union for French Democracy | Democratic Movement
France	Agnès Buzyn	864830560560132097	agnesbuzyn	independent politician
France	Michèle de Vaucouleurs	864828415760900097	MdeVaucouleurs	Union for French Democracy | Democratic Movement
France	Jean François Mbaye	864825463927164928	JFMBAYE	The Republic Onwards!
France	Olivier Gaillard	864819251496046592	OliveGaillard30	The Republic Onwards!
France	Aude Luquet	864772781858279424	AudeLuquet77	Union for French Democracy | Democratic Movement
France	Christophe Euzet	864711815552532480	ChristopheEuzet	The Republic Onwards!
France	Hélène Zannier	864668681967632384	HeleneZannier	The Republic Onwards!
France	Xavier Paluszkiewicz	864604534122962944	XavierPalu2022	The Republic Onwards!
France	Loïc Prud&#039;homme	864595354578300928	PrudhommeLoic	Unbowed France
France	Valérie Thomas	864572608674754565	Vthomas_63	The Republic Onwards!
France	Jean-Charles Larsonneur	864560669814816771	JCLarsonneur	The Republic Onwards!
France	Claire Pitollat	864560136974737408	ClairePitollat	The Republic Onwards!
France	Béatrice Piron	864547522588667909	BeatricePiron	The Republic Onwards!
France	Sira Sylla	864531980033110018	sirasylla76	The Republic Onwards!
France	Sabine Rubin	864527846227759104	SabineRubinFI93	Unbowed France
France	Anne-France Brunet	864509060816793601	AFBrunet_4403	The Republic Onwards!
France	Corinne Vignon	864488046355517440	CorinneVignon	The Republic Onwards!
France	Jacques Maire	864415461072658432	JMaireofficiel	Socialist Party
France	Jean-Claude Leclabart	864410712487206916	JLeclabart	The Republic Onwards!
France	Jean-Marie Fiévet	864397221533552642	JeanMarieFIEVET	The Republic Onwards!
France	Martine Leguille-Balloy	864386355622817792	LeguilleBalloy	The Republic Onwards!
France	Marie-Pierre Rixain	864254888599068673	RixainMP	The Republic Onwards!
France	Valérie Bazin-Malgras	864248206514946048	VBazinMalgras	Union for a Popular Movement | The Republicans
France	Stéphane Buchou	864238987669643265	StephaneBuchou	The Republic Onwards!
France	Raphaël Gérard	864215726269378561	RaphaelGerard17	The Republic Onwards!
France	Christine Hennion	864206680648810496	Ch_Hennion	The Republic Onwards!
France	Annie Vidal	864199451375751168	Vidal7602	The Republic Onwards!
France	Jacques Savatier	864170239445041152	JacquesSavatier	The Republic Onwards!
France	Natalia Pouzyreff	864116167841116160	npouzyreff78	The Republic Onwards!
France	Jean Terlier	864095016943308800	JeanTerlier	The Republic Onwards!
France	Benjamin Dirx	864077786209812480	BenjaminDirx	The Republic Onwards!
France	Gaël Le Bohec	864057336440213504	GaelLeBohec	The Republic Onwards!
France	Jean-Charles Colas-Roy	864042960119320576	JCColasRoy	The Republic Onwards!
France	Carole Bureau-Bonnard	863846061202341890	CaroleBBonnard	The Republic Onwards!
France	Laurent Pietraszewski	863844064961200130	pietraszewski_l	The Republic Onwards!
France	Bérangère Couillard	863834372125970432	BCouillard33	The Republic Onwards!
France	Benoit Potterie	863763746027696129	BenoitPotterie	Other
France	Véronique Riotton	863756233093894145	V_Riotton	The Republic Onwards!
France	Grégory Besson-Moreau	863439731979427843	GBessonMoreau	The Republic Onwards!
France	Valéria Faure-Muntian	863389083099426816	V_Faure_Muntian	The Republic Onwards!
France	Brahim Hammouche	863383857072140288	BHammouche5708	Union for French Democracy | Democratic Movement
France	Philippe Berta	863333535066836993	PBertaGard	Union for French Democracy | Democratic Movement
France	Monica Michel	863317587865866241	MonicaMichel_Of	The Republic Onwards!
France	Brigitte Liso	863155122041483264	brigitte_liso	The Republic Onwards!
France	Véronique Hammerer	863139545528905729	V_Hammerer	The Republic Onwards!
France	Sandra Marsaud	863134711715180544	MARSAUDSandra	The Republic Onwards!
France	Richard Ramos	863039952401170433	_richardramos	Union for French Democracy | Democratic Movement
France	Isabelle Muller-Quoy	863020880926056453	imullerquoy	The Republic Onwards!
France	Sandrine Le Feur	862999383499042816	SandrineLeFeur	The Republic Onwards!
France	Jean-Pierre Pont	862952634164154368	JeanPierrePont	The Republic Onwards!
France	Annaïg Le Meur	862791076633083904	AnnaigLeMeur_29	The Republic Onwards!
France	Jean-Baptiste Djebbari	862770295219916802	Djebbari_JB	The Republic Onwards!
France	Xavier Batut	862754226589577216	XavierBatut	The Republic Onwards!
France	Marie-Ange Magne	862750783804190721	MarieAngeMagne	The Republic Onwards!
France	Cathy Racon-Bouzon	862722286444564482	RaconCathy	The Republic Onwards!
France	Laurence Trastour-Isnart	862305784188874752	TrastourIsnart	Union for a Popular Movement | The Republicans
France	Alain David	861853257559420928	AlainDavid_AN	Socialist Party
France	Béatrice Descamps	861666911872057348	beadescamps	Union for a Popular Movement | The Republicans
France	Sonia Krimi	861587157416378368	Sonia_Krimi	The Republic Onwards!
France	Florence Morlighem	861524040837734400	FMorlighem	The Republic Onwards!
France	François Jolivet	859500950620385282	FJolivet36	Union for a Popular Movement | The Republicans
France	Mireille Robert	858769856463859712	MRobert_11	The Republic Onwards!
France	Jacques Cattin	858073347581771776	JCattin2017	Union for a Popular Movement | The Republicans
France	Danièle Obono	858041350494793728	Deputee_Obono	Unbowed France
France	Michel Larive	857153285190537220	Michel_Larive	Unbowed France
France	Sandrine Mörch	855422400443318272	SandrineMorch	The Republic Onwards!
France	Christophe Di Pompeo	853657404252311552	DipompeoChrist	The Republic Onwards!
France	Laurence Dumont	851502935511101441	LDumontDeputee	Socialist Party
France	Alexandra Valetta Ardisson	849566433138933760	A_Ardisson	The Republic Onwards!
France	Valérie Petit	848443405676032000	ValeriePetit_AN	The Republic Onwards!
France	Lise Magnier	847384196074962944	lise_magnier	Union for a Popular Movement | The Republicans
France	Christelle Dubos	846977443571388420	duboschristelle	The Republic Onwards!
France	Pascale Fontenel-Personne	845978405917069312	f_personne	The Republic Onwards!
France	Carole Grandjean	845025344600113152	CGrandjean_	The Republic Onwards!
France	Marie-Christine Verdier-Jouclas	843864760689016833	VerdierJouclas	The Republic Onwards!
France	Geneviève Levy	842115066333941765	genevievelevy83	Union for a Popular Movement | The Republicans
France	Dominique Da Silva	837694453250936837	DDaSilva95	The Republic Onwards!
France	Sophie Beaudouin-Hubiere	831910700574457856	BeaudouinSo	The Republic Onwards!
France	Roland Lescure	828000112215355393	RolandLescure	The Republic Onwards!
France	Agnès Thill	827581398965944320	ThillAgnes	Socialist Party
France	Sereine Mauborgne	827528847797153792	SereineEnMarche	The Republic Onwards!
France	Bertrand Sorre	827280437059805186	BertrandSorre	The Republic Onwards!
France	Sébastien Leclerc	827139373913223168	SebLeclerc14	Union for a Popular Movement | The Republicans
France	Cécile Delpirou	826478037780852737	C_Delpirou	The Republic Onwards!
France	Alain Bruneel	826026073540481024	alain_bruneel	French Communist Party
France	Élisabeth Toutut-Picard	826017036451061761	etoututpicard	The Republic Onwards!
France	Alain Ramadier	819329291389431808	alainramadier	Union for a Popular Movement | The Republicans
France	Guillaume Kasbarian	818210180756336641	guillaumekasba	The Republic Onwards!
France	Stéphanie Do	816357406280192000	DoStephanie_77	The Republic Onwards!
France	Jean-Michel Jacques	814331851070382080	J_M_Jacques	The Republic Onwards!
France	Jean-Luc Fugit	810591493597630464	Jean_LucFUGIT	The Republic Onwards!
France	Stéphanie Rist	807901725113851904	stephanie_rist	The Republic Onwards!
France	Emmanuelle Anthoine	807531084678385665	eanthoine26	Union for a Popular Movement | The Republicans
France	Amélia Lakrafi	806865153472004097	Amelia_LKF	The Republic Onwards!
France	Loïc Kervran	802997806252388352	LoicKervran18	The Republic Onwards!
France	Michèle Peyron	802991763476594688	MichelePeyron	The Republic Onwards!
France	Fabien Gouttefarde	802968035208417280	FGouttefarde	The Republic Onwards!
France	Emmanuel Maquet	802848743045402624	emmanuel_maquet	Union for a Popular Movement | The Republicans
France	François Ruffin	801822323825410049	Francois_Ruffin	Other
France	Amélie De Montchalin	800435764966215680	AdeMontchalin	The Republic Onwards!
France	Carl Lang	799301490074591232	carllang2022	National Front
France	Jacques Marilossian	795233446121664512	jmarilossian	The Republic Onwards!
France	Denis Masséglia	793725741355630592	denis_Masseglia	The Republic Onwards!
France	Émilie Guerel	791251850628591620	eguerelLREM	The Republic Onwards!
France	Olivier Damaisin	789792281540890625	olivierdam1	The Republic Onwards!
France	Elsa Faucillon	789381772190416896	ElsaFaucillon	French Communist Party
France	Laurent Garcia	786575225316110336	GarciaLaxou	Union for French Democracy | Democratic Movement
France	Jean-Jacques Gaultier	783216646299193344	JJ_Gaultier	Union for a Popular Movement | The Republicans
France	Laëtitia Romeiro Dias	753101760563179520	Romeiro1L	The Republic Onwards!
France	Rodrigue Kokouendo	750407584897724416	RKokouendoJ	The Republic Onwards!
France	Sylvain Templier	749231728452104192	sylv1templier	The Republic Onwards!
France	Christophe Blanchet	745992482387812352	christoblanchet	The Republic Onwards!
France	Philippe Chalumeau	739098870844690432	Chalumeau_P	The Republic Onwards!
France	Pierre Henriet	738724327059656705	HenrietPierre	The Republic Onwards!
France	Coralie Dubost	738667035371134976	CoDubost	The Republic Onwards!
France	Laurent Saint-Martin	733339165379731458	LauStmartin	The Republic Onwards!
France	Marie Tamarelle-Verhaeghe	730306077456269312	marietamarelle	The Republic Onwards!
France	Jean-Jacques Ferrara	725260365135765504	jjferrarafb	Union for a Popular Movement | The Republicans
France	Hervé Berville	708604271701434368	HerveBerville	The Republic Onwards!
France	Albéric de Montgolfier	705031944589983744	aldemontgolfier	Other
France	Aude Bono-Vandorme	701715448015024129	AudeBono	The Republic Onwards!
France	Ary Chalus	4901986815	achalus971	other left
France	Audrey Azoulay	4899304912	AAzoulay	Socialist Party
France	Stéphane Viry	4842549479	ViryStephane	Union for a Popular Movement | The Republicans
France	Patrick Hetzel	4733398756	patrickhetzel	Union for a Popular Movement | The Republicans
France	David Habib	4714098677	DavidDhabib	Socialist Party
France	Corinne Féret	4504074316	CorinneFeret	Socialist Party
France	Pascal Allizard	4435960516	AllizardPascal	Union for a Popular Movement | The Republicans
France	Christian Hutin	4428131961	ChristianHutin	other left
France	Rachel Mazuir	4403380517	rachelmazuirse1	Socialist Party
France	Sophie Mette	4309055487	SophieMette1	Union for French Democracy | Democratic Movement
France	Yannick Kerlogot	4218590265	Kerlogot22	The Republic Onwards!
France	Michel Lauzzana	4121844143	lauzzanamichel	The Republic Onwards!
France	Claudia Rouaux	4103047462	claudia_rouaux	Socialist Party
France	Paul-André Colombani	4073986679	pacolombani	Other
France	Aina Kuric	4070381506	ainakuric	The Republic Onwards!
France	David Lorion	4069983213	David_Lorion	Union for a Popular Movement | The Republicans
France	Olga Givernet	4055897896	OlgaGivernet	The Republic Onwards!
France	Huguette Tiegna	3940110196	Huguette_Tiegna	The Republic Onwards!
France	Jean-Pierre Vigier	3906442118	J_PVigier	French Communist Party
France	Jean-Jacques Bridey	3887630259	jjbridey94260	Socialist Party
France	Patricia Adam	3879171533	P_AdamAN	Socialist Party
France	Patrice Anato	3791340735	Patrice_Anato	The Republic Onwards!
France	Frédérique Dumas	3772780954	DumasFrederique	Union of Democrats and Independents
France	Isabelle Debré	3352925303	IDebre	Other
France	Karine Claireaux	3346341671	KarineClaireaux	Socialist Party
France	Gisèle Jourda	3345477185	GiseleJourda	Socialist Party
France	Bruno Bonnell	3343767939	BrunoBonnellOff	Radical Party of the Left
France	Séverine Gipson	3337632231	severine_gipson	The Republic Onwards!
France	Nicole Bonnefoy	3320985255	bonnefoy_n	Socialist Party
France	Valérie Hayer	3318542685	ValerieHayer	The Republic Onwards!
France	Michel Pajon	3306035794	MichelPajon	Socialist Party
France	Jean Launay	3300215781	JeanLAUNAY46	Socialist Party
France	Stéphane Trompille	3291786911	S_Trompille	The Republic Onwards!
France	Patrice Perrot	3247646255	perrot_patrice	The Republic Onwards!
France	Kléber Mesquida	3247284801	kmesquida	Socialist Party
France	Martial Bourquin	3221366699	BourquinMartial	Socialist Party
France	Jean-Félix Acquaviva	3147407366	JF_Acquaviva	Other
France	Stella Dupont	3137717312	stelladupont	The Republic Onwards!
France	Michel Bouvard	3136411486	m_bouvard	Other
France	Alain Perea	3124227529	PereaAlain	Socialist Party
France	Joaquim Pueyo	3092785427	Joaquim_PUEYO	Socialist Party
France	Daniel Labaronne	3063365597	LabaronneDaniel	The Republic Onwards!
France	Isabelle Valentin	3060130660	isavalentin43	Union for a Popular Movement | The Republicans
France	Valérie Oppelt	3049520651	valerie_oppelt	The Republic Onwards!
France	Jeanne Barseghian	3040852515	JeanneBarsegh	Greens
France	Jean-Louis Bricout	3028135792	jlbricout	Socialist Party
France	Huguette Bello	3026493886	HuguetteBello	Other
France	Éric Besson	3004057871	EricBessonFr	Socialist Party
France	Fabrice Brun	2999458558	FabriceBrun	Union for a Popular Movement | The Republicans
France	Philippe Huppé	2979937161	PhilippeHuppe	Radical Party of the Left
France	Bertrand Bouyx	2968734303	BertrandBouyx	The Republic Onwards!
France	Olivier Serva	2953113070	olivier_serva	The Republic Onwards!
France	Bruno Duvergé	2910111251	BrunoDuverge	Union for French Democracy | Democratic Movement
France	Christophe Sirugue	2873373722	chsirugue	Socialist Party
France	Marie-Pierre Vedrenne	2867702451	MariePierreV	The Republic Onwards!
France	Alexandre Holroyd	2863717025	alexIholroyd	The Republic Onwards!
France	Jean-François Jalkh	2862580192	JFJalkh	National Front
France	Thierry Michels	2859306226	ThierryMichels	The Republic Onwards!
France	Maina Sage	2851523481	MainaSage	Other
France	Manon Aubry	2850651695	ManonAubryFr	Unbowed France
France	Annie David	2849448075	anniedavid38	French Communist Party
France	Maxime Minot	2846410672	MaximeMinot	Union for a Popular Movement | The Republicans
France	Mireille d&#039;Ornano	2828047772	MireilledOrnano	National Front
France	Daniel Dubois	2801956383	DanielDubois80	Union for French Democracy | Democratic Movement
France	Brune Poirson	2796422286	brunepoirson	The Republic Onwards!
France	Pascal Demarthe	2791570095	PascalDemarthe	Socialist Party
France	Yves Daudigny	2785271919	YDaudigny	Socialist Party
France	Nicolas Sansu	2773395753	NicolasSansu	French Communist Party
France	Joël Aviragnet	2712326416	JAviragnet	Socialist Party
France	Alexandre Freschi	2568594594	AVFreschi	The Republic Onwards!
France	Jean-Paul Dufrègne	2541430148	JP_Dufregne	French Communist Party
France	Pierre Cordier	2529855122	CORDIERPierre08	Union for a Popular Movement | The Republicans
France	Pierre Person	2525163440	Pierr_Person	The Republic Onwards!
France	Annick Girardin	2517526903	AnnickGirardin	Radical Party of the Left
France	Henri Weber	2496445837	weber_henri	Socialist Party
France	Buon Tan	2495899075	BuonTAN	The Republic Onwards!
France	Jacqueline Dubois	2475448796	Jacqlinedubois	The Republic Onwards!
France	Sabine Thillaye	2433624242	SabineThillaye	The Republic Onwards!
France	Dominique Riquet	2394252247	DominiqueRiquet	Radical Party of the Left
France	Pierre Dharréville	2380233572	pdharreville	French Communist Party
France	Mathilde Panot	2370188558	MathildePanot	Unbowed France
France	Sandra Boëlle	2366839787	SBoelle	Union for a Popular Movement | The Republicans
France	Bruno Joncour	2348352426	BJoncour	Union for French Democracy | Democratic Movement
France	Didier Martin	2336493002	dmartindijon	The Republic Onwards!
France	Virginie Calmels	2325327416	VirginieCalmels	Union for a Popular Movement | The Republicans
France	Laetitia Avia	2317502810	LaetitiaAvia	The Republic Onwards!
France	Marie Lebec	2308358192	MarieLebec78	The Republic Onwards!
France	Olivier Marleix	2305186092	oliviermarleix	Union for a Popular Movement | The Republicans
France	Cyrille Isaac-Sibille	2279236686	CIsaacSibille	Union for French Democracy | Democratic Movement
France	Bernard Antony	2245735183	BernardAntony_	National Front
France	Ariel Weil	2242903939	ArielWeilT	Socialist Party
France	Patricia Mirallès	2208536261	MIRALLESMP	The Republic Onwards!
France	Sonia de La Provôté	2178309620	SoniadlpCaen	Union of Democrats and Independents
France	Catherine Osson	2163509654	OssonCatherine	The Republic Onwards!
France	Philippe Bolo	2157820581	phbolo	Union for French Democracy | Democratic Movement
France	Thibault Bazin	1970541246	thibault_bazin	Union for a Popular Movement | The Republicans
France	Christophe Béchu	1949364050	ChristopheBechu	Union for a Popular Movement | The Republicans
France	Jacques Krabal	1946847096	JKrabal	Radical Party of the Left
France	François Grosdidier	1931057509	GrosdidierMetz	Union for a Popular Movement | The Republicans
France	Véronique Besse	1897666344	veroniquebesse	Union for French Democracy | Democratic Movement
France	Frédérique Meunier	1894149410	fmeunier19	Union for a Popular Movement | The Republicans
France	Josy Poueyto	1890087739	josypoueyto	Socialist Party
France	Patrick Braouezec	1886771624	PBraouezec	French Communist Party
France	Aurélien Pradié	1855097904	AurelienPradie	Union for a Popular Movement | The Republicans
France	Emile-Roger Lombertie	1699502718	ERLOMBERTIE	Union for a Popular Movement | The Republicans
France	Bruno Bilde	1635233568	BrunoBilde	National Front
France	Philippe Benassaya	1612404397	PhilipBenassaya	Union for a Popular Movement | The Republicans
France	Bruno Nestor Azerot	1506150265	BNAzerot	other left
France	Valérie Beauvais	1503236472	valbeauvais	Union for a Popular Movement | The Republicans
France	Maryvonne Blondin	1484320729	m_blondin	Socialist Party
France	Michel Vialay	1482313339	MichelVialay	Union for a Popular Movement | The Republicans
France	Yves Blein	1465704961	yves_blein	Socialist Party
France	Éric Girardin	1446653228	GirardinEric	The Republic Onwards!
France	Émilie Chalas	1436327000	EmilieCChalas	The Republic Onwards!
France	Samia Ghali	1435362097	SamiaGhali	Socialist Party
France	Stéphane Mazars	1429780352	S_Mazars	Radical Party of the Left
France	Anne-Laurence Petel	1415195768	al_petel	The Republic Onwards!
France	Jean-François Cesarini	1415006550	JFCesarini	The Republic Onwards!
France	Rémy Rebeyrotte	1359255073	RRebeyrotte	Socialist Party
France	Catherine Deroche	1358847770	CDeroche_Senat	Union for a Popular Movement | The Republicans
France	Philippe Bas	1358827794	BasPhilippe	Union for a Popular Movement | The Republicans
France	Thomas Mesnier	1341729894	TMesnier	The Republic Onwards!
France	Karim Ouchikh	1318611924	OuchikhKarim	Other
France	Laurence Maillart-Méhaignerie	1299738390	LMaillart	Union for French Democracy | Democratic Movement
France	Karine Daniel	1289823444	KarineDanielNts	Socialist Party
France	Jean-Léonce Dupont	1280517445	jldupont14	Union for French Democracy | Democratic Movement
France	Stéphanie Kerbarh	1264462435	SKerbarh	Radical Party of the Left
France	Pieyre-Alexandre Anglade	1255991936	PA_Anglade	The Republic Onwards!
France	Jean-Paul Gauzès	1227570631	jpgauzes	Union for a Popular Movement | The Republicans
France	Philippe Dominati	1222348645	PhDominati	Union for a Popular Movement | The Republicans
France	Jean-René Lecerf	1215662462	JrLecerf	Other
France	Marietta Karamanli	1189104433	MKaramanli72	Socialist Party
France	Patrick Kanner	1172156371	PatrickKanner	Socialist Party
France	Pierre Lequiller	1161856429	PLequiller	Union for a Popular Movement | The Republicans
France	Sylvie Charrière	1145576430	SylvieCharriere	The Republic Onwards!
France	Martine Martinel	1140898249	MartineMartinel	Socialist Party
France	Éric Piolle	1137353412	EricPiolle	Greens
France	Gérard Larcher	1134643441	gerard_larcher	Union for a Popular Movement | The Republicans
France	Fabien Lainé	1132247563	fabien_laine	Union for French Democracy | Democratic Movement
France	Aude Amadou	1114759578	AudeAmadou	The Republic Onwards!
France	Sylvie Goulard	1113993006	GoulardSylvie	The Republic Onwards!
France	Édouard Philippe	1110890216	EPhilippe_LH	Other
France	Gaëtan Dussausaye	1098578904	G_Dussausaye	National Front
France	Jean-Yves Le Drian	1055021191	JY_LeDrian	Other
France	Luc Carvounas	1006325990	luccarvounas	Socialist Party
France	Bernard Cazeau	1004299262	bernardcazeau	Socialist Party
France	Nathalie Arthaud	1003575248	n_arthaud	Other
France	Jean-Louis Thiériot	998156310	JL_Thieriot	Union for a Popular Movement | The Republicans
France	Jacques Bompard	990589826	JacquesBompard	Other
France	Nicolas Démoulin	987366042	DemoulinEM	The Republic Onwards!
France	Patrick Vignal	980242016	PatrickVignal	Socialist Party
France	Anne-Christine Lang	977015028	AChristine_Lang	The Republic Onwards!
France	Cécile Untermaier	970250112	ceciluntermaier	Socialist Party
France	France Jamet	966076399	FranceJamet	National Front
France	Hervé Gaymard	964928286	HGaymard	Other
France	Éric Berdoati	958126171	ericberdoati	Other
France	Matthieu Orphelin	949232324	M_Orphelin	The Republic Onwards!
France	Gisèle Biémouret	947822287	GiseleBiemouret	Socialist Party
France	Olivier Besancenot	947601090	olbesancenot	Other
France	Philippe Houillon	945489566	PHouillon	Union for a Popular Movement | The Republicans
France	Christine Pires Beaune	938843677	cpiresbeaune	Socialist Party
France	Christian Allard	932563111	Christia_Allard	Other
